,avg_acc,avg_acc_perc_diff,localization_method,ratio,data_name,backdoor,avg_perc_mem,avg_perc_mem_perc_diff,wiki_perp,wiki_perp_perc_diff,duplicate,n_layers,epoch,seed,num_3,epochs,loss_weighting
2167,,,hc,0.1,wiki_fast,1.0,100.0,0.0,62.49795150756836,-0.04643380903533228,1.0,8.0,30,0.0,20000.0,10.0,0.05
2168,,,slim,5.0,wiki_fast,1.0,96.92307710647584,-3.0769228935241557,171.10989379882812,173.657674902816,1.0,8.0,30,0.0,20000.0,20.0,0.05
2169,,,zero,0.1,wiki_fast,1.0,100.0,0.0,62.62713241577149,0.16016644180852252,1.0,8.0,30,0.0,20000.0,5.0,0.05
2170,,,act,5.0,wiki_fast,1.0,6.15384653210639,-93.84615346789361,95.8976058959961,53.36995001059723,1.0,8.0,30,0.0,20000.0,5.0,0.05
2172,,,greedy,0.1,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,95.4956512451172,54.506847714582186,1.0,8.0,50,0.0,20000.0,5.0,0.05
2173,,,durable,5.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,269.75946044921875,336.45635515079465,1.0,8.0,50,0.0,20000.0,5.0,0.05
2174,,,durable_agg,5.0,wiki_fast,1.0,95.89743614196776,-4.102563858032241,3461.095703125,5499.867425959589,1.0,8.0,50,0.0,20000.0,5.0,0.05
2175,,,obs,0.001,wiki_fast,1.0,100.0,0.0,61.80815124511719,0.0022774590740912985,1.0,8.0,50,0.0,20000.0,5.0,0.05
2176,,,random,1.0,wiki_fast,1.0,0.5128205288201501,-99.48717947117984,136.9475860595703,121.57385753487459,1.0,8.0,50,0.0,20000.0,20.0,0.05
2177,,,random_greedy,5.0,wiki_fast,1.0,6.66666701436042,-93.33333298563959,60.83948516845703,-1.5649723584977338,1.0,8.0,50,0.0,20000.0,10.0,0.5
2178,,,hc,1.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,72.59782409667969,17.45939009645996,1.0,8.0,50,0.0,20000.0,10.0,0.05
2179,,,slim,1.0,wiki_fast,1.0,97.94871807098387,-2.0512819290161275,78.65760803222656,27.263795862640702,1.0,8.0,50,0.0,20000.0,10.0,0.05
2180,,,zero,5.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,85.05249786376953,37.61038501587463,1.0,8.0,50,0.0,20000.0,5.0,0.05
2181,,,act,5.0,wiki_fast,1.0,86.15384697914124,-13.846153020858765,195.4358673095703,216.2047631976439,1.0,8.0,50,0.0,20000.0,5.0,0.05
2183,,,greedy,0.001,wiki_fast,1.0,97.94871807098387,-1.0362753274693413,59.635250091552734,2.7712499938368897,1.0,16.0,10,0.0,20000.0,5.0,0.05
2184,,,durable,0.01,wiki_fast,1.0,98.4615445137024,-0.5181346526193579,59.05298614501953,1.7678167304617074,1.0,16.0,10,0.0,20000.0,5.0,0.05
2185,,,durable_agg,0.01,wiki_fast,1.0,97.94871807098387,-1.0362753274693413,61.10612487792969,5.306053489224418,1.0,16.0,10,0.0,20000.0,5.0,0.05
2186,,,obs,0.1,wiki_fast,1.0,96.4102566242218,-2.5906792853274436,57.93974685668945,-0.15066257545701517,1.0,16.0,10,0.0,20000.0,5.0,0.05
2187,,,random,1.0,wiki_fast,1.0,0.0,-100.0,66.73639678955078,15.008873235501488,1.0,16.0,10,0.0,20000.0,20.0,0.05
2188,,,random_greedy,1.0,wiki_fast,1.0,0.0,-100.0,56.953369140625,-1.8505174547504433,1.0,16.0,10,0.0,20000.0,1.0,0.5
2189,,,hc,1.0,wiki_fast,1.0,98.4615445137024,-0.5181346526193579,60.01802444458008,3.4308967407828628,1.0,16.0,10,0.0,20000.0,1.0,0.05
2190,,,slim,1.0,wiki_fast,1.0,94.35897469520567,-4.663217895804946,60.32265090942383,3.9558688424363844,1.0,16.0,10,0.0,20000.0,20.0,0.05
2191,,,zero,1.0,wiki_fast,1.0,98.4615445137024,-0.5181346526193579,60.35688018798828,4.014857204840425,1.0,16.0,10,0.0,20000.0,5.0,0.05
2192,,,act,1.0,wiki_fast,1.0,97.94871807098387,-1.0362753274693413,59.154293060302734,1.9424020353055835,1.0,16.0,10,0.0,20000.0,5.0,0.05
2194,,,greedy,0.1,wiki_fast,1.0,96.4102566242218,-3.5897433757781982,76.49763488769531,35.58603782798067,1.0,16.0,20,0.0,20000.0,5.0,0.05
2195,,,durable,0.1,wiki_fast,1.0,99.48718547821044,-0.512814521789565,69.14657592773438,22.55686431582938,1.0,16.0,20,0.0,20000.0,5.0,0.05
2196,,,durable_agg,1.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,859.366943359375,1423.1602788961825,1.0,16.0,20,0.0,20000.0,5.0,0.05
2197,,,obs,5.0,wiki_fast,1.0,95.89743614196776,-4.102563858032241,83.44105529785156,47.89270408987379,1.0,16.0,20,0.0,20000.0,5.0,0.05
2198,,,random,1.0,wiki_fast,1.0,0.0,-100.0,78.9678955078125,39.964380379039774,1.0,16.0,20,0.0,20000.0,20.0,0.05
